ID;time_start;time_end;email;time;Jêzyk;oswiadczenie;v1a;v1b;v1c;v2a;v2b;v2c;v3a;v3b;v3c;v4a;v4b;v4c;v5a;v5b;v5c;v6a;v6b;v6c;v7a;v7b;v7c;v8a;v8b;v8c;v9a;v9b;v9c;v10a;v10b;v10c;v11a;v11b;v11c;v12a;v12b;v12c;v13a;v13b;v13c;v14a;v14b;v14c;v15a;v15b;v15c;v16a;v16b;v16c;v17a;v17b;v17c;v18a;v18b;v18c;v19a;v19b;v19c;v20a;v20b;v20c;v21a;v21b;v21c;v22a;v22b;v22c;v23a;v23b;v23c;v24a;v24b;v24c;v25a;v25b;v25c;school;discipline;year;midterm;master;gender;age
139;30.11.2022;30.11.2022;anonymous;20:18;Polski;Oœwiadczam, ¿e zosta³em/am poinformowany/a o celu badania, sposobie jego przeprowadzenia, dobrowolnoœci uczestnictwa, mo¿liwoœci odst¹pienia od udzia³u w badaniu w dowolnym czasie./Oœwiadczam, ¿e w pe³ni zrozumia³em/am przekazan¹ mi informacjê oraz otrzyma³em/am wyczerpuj¹ce i satysfakcjonuj¹ce mnie odpowiedzi na zadane pytania./Wyra¿am dobrowoln¹ œwiadom¹ zgodê? na udzia³ w badaniu naukowym polegaj¹cym na ocenie moich kompetencji informacyjnych jako Doktoranta/Doktorantki w Szkole Doktorskiej. /;zdecydo-wanie tak;zdecydo-wanie tak;zdecydo-wanie tak;zdecydo-wanie tak;zdecydo-wanie tak;zdecydo-wanie tak;zdecydo-wanie tak;zdecydo-wanie tak;zdecydo-wanie tak;zdecydo-wanie tak;zdecydo-wanie tak;zdecydo-wanie tak;zdecydo-wanie tak;zdecydo-wanie tak;zdecydo-wanie tak;raczej tak;zdecydo-wanie tak;zdecydo-wanie tak;zdecydo-wanie tak;zdecydo-wanie tak;zdecydo-wanie tak;zdecydo-wanie tak;zdecydo-wanie tak;zdecydo-wanie tak;raczej tak;tak;tak;zdecydo-wanie tak;zdecydo-wanie tak;zdecydo-wanie tak;zdecydo-wanie tak;zdecydo-wanie tak;zdecydo-wanie tak;zdecydo-wanie tak;zdecydo-wanie tak;zdecydo-wanie tak;tak;tak;zdecydo-wanie tak;zdecydo-wanie tak;tak;zdecydo-wanie tak;zdecydo-wanie tak;zdecydo-wanie tak;zdecydo-wanie tak;zdecydo-wanie tak;zdecydo-wanie tak;zdecydo-wanie tak;zdecydo-wanie tak;zdecydo-wanie tak;zdecydo-wanie tak;zdecydo-wanie tak;zdecydo-wanie tak;zdecydo-wanie tak;zdecydo-wanie tak;zdecydo-wanie tak;zdecydo-wanie tak;zdecydo-wanie tak;zdecydo-wanie tak;zdecydo-wanie tak;zdecydo-wanie tak;zdecydo-wanie tak;zdecydo-wanie tak;zdecydo-wanie tak;zdecydo-wanie tak;zdecydo-wanie tak;zdecydo-wanie tak;zdecydo-wanie tak;zdecydo-wanie tak;zdecydo-wanie tak;zdecydo-wanie tak;zdecydo-wanie tak;tak;tak;tak;Uniwersytet Jagielloñski w Krakowie;nauki chemiczne;4;Tak;Chemia;kobieta;28
140;30.11.2022;30.11.2022;anonymous;10:41;Polski;Oœwiadczam, ¿e zosta³em/am poinformowany/a o celu badania, sposobie jego przeprowadzenia, dobrowolnoœci uczestnictwa, mo¿liwoœci odst¹pienia od udzia³u w badaniu w dowolnym czasie./Oœwiadczam, ¿e w pe³ni zrozumia³em/am przekazan¹ mi informacjê oraz otrzyma³em/am wyczerpuj¹ce i satysfakcjonuj¹ce mnie odpowiedzi na zadane pytania./Wyra¿am dobrowoln¹ œwiadom¹ zgodê? na udzia³ w badaniu naukowym polegaj¹cym na ocenie moich kompetencji informacyjnych jako Doktoranta/Doktorantki w Szkole Doktorskiej. /;tak;tak;tak;tak;raczej tak;tak;tak;raczej tak;zdecydo-wanie tak;tak;tak;zdecydo-wanie tak;zdecydo-wanie tak;zdecydo-wanie tak;raczej tak;tak;tak;tak;raczej tak;raczej tak;tak;tak;tak;tak;raczej tak;nie mam zdania;raczej tak;tak;tak;zdecydo-wanie tak;tak;tak;zdecydo-wanie tak;tak;tak;tak;raczej tak;nie mam zdania;raczej nie;nie mam zdania;nie;raczej tak;tak;tak;zdecydo-wanie tak;tak;tak;tak;tak;raczej nie;raczej nie;tak;tak;tak;tak;tak;nie mam zdania;tak;tak;tak;tak;tak;tak;tak;tak;tak;raczej tak;nie mam zdania;tak;raczej tak;nie mam zdania;raczej tak;zdecydo-wanie tak;zdecydo-wanie tak;zdecydo-wanie tak;Uniwersytet Jagielloñski w Krakowie;ekonomia i finanse;4;Tak;ekonomia i finanse;mê¿czyzna;27
141;30.11.2022;30.11.2022;anonymous;19:06;Polski;Oœwiadczam, ¿e zosta³em/am poinformowany/a o celu badania, sposobie jego przeprowadzenia, dobrowolnoœci uczestnictwa, mo¿liwoœci odst¹pienia od udzia³u w badaniu w dowolnym czasie./Oœwiadczam, ¿e w pe³ni zrozumia³em/am przekazan¹ mi informacjê oraz otrzyma³em/am wyczerpuj¹ce i satysfakcjonuj¹ce mnie odpowiedzi na zadane pytania./Wyra¿am dobrowoln¹ œwiadom¹ zgodê? na udzia³ w badaniu naukowym polegaj¹cym na ocenie moich kompetencji informacyjnych jako Doktoranta/Doktorantki w Szkole Doktorskiej. /;raczej tak;raczej tak;tak;tak;raczej tak;tak;tak;raczej tak;zdecydo-wanie tak;zdecydo-wanie tak;tak;zdecydo-wanie tak;zdecydo-wanie tak;tak;raczej tak;raczej nie;raczej tak;tak;zdecydo-wanie tak;zdecydo-wanie tak;zdecydo-wanie tak;raczej tak;raczej tak;zdecydo-wanie tak;raczej tak;raczej tak;raczej nie;tak;raczej tak;tak;tak;tak;zdecydo-wanie tak;raczej tak;raczej tak;nie mam zdania;tak;tak;raczej tak;raczej tak;raczej nie;raczej tak;tak;tak;zdecydo-wanie tak;tak;tak;tak;tak;tak;raczej nie;tak;zdecydo-wanie tak;zdecydo-wanie tak;raczej tak;zdecydo-wanie tak;zdecydo-wanie tak;zdecydo-wanie tak;zdecydo-wanie tak;zdecydo-wanie tak;raczej tak;raczej tak;raczej tak;tak;tak;zdecydo-wanie tak;tak;tak;zdecydo-wanie tak;tak;tak;tak;tak;raczej tak;raczej tak;Uniwersytet Jagielloñski w Krakowie;nauki biologiczne;4;Tak;Biologia;kobieta;30
142;30.11.2022;30.11.2022;anonymous;05:33;Polski;Oœwiadczam, ¿e zosta³em/am poinformowany/a o celu badania, sposobie jego przeprowadzenia, dobrowolnoœci uczestnictwa, mo¿liwoœci odst¹pienia od udzia³u w badaniu w dowolnym czasie./Oœwiadczam, ¿e w pe³ni zrozumia³em/am przekazan¹ mi informacjê oraz otrzyma³em/am wyczerpuj¹ce i satysfakcjonuj¹ce mnie odpowiedzi na zadane pytania./Wyra¿am dobrowoln¹ œwiadom¹ zgodê? na udzia³ w badaniu naukowym polegaj¹cym na ocenie moich kompetencji informacyjnych jako Doktoranta/Doktorantki w Szkole Doktorskiej. /;tak;tak;tak;tak;tak;tak;raczej tak;raczej tak;raczej tak;tak;tak;tak;tak;raczej nie;raczej nie;raczej tak;raczej nie;raczej nie;raczej tak;raczej tak;tak;tak;tak;tak;raczej tak;raczej nie;raczej nie;raczej tak;raczej tak;raczej tak;tak;raczej tak;tak;tak;tak;tak;raczej tak;raczej tak;raczej tak;raczej nie;raczej tak;raczej tak;tak;tak;tak;tak;tak;tak;raczej nie;raczej nie;raczej nie;tak;tak;tak;tak;tak;nie;tak;tak;tak;tak;tak;tak;tak;tak;tak;tak;tak;tak;tak;tak;tak;tak;zdecydo-wanie tak;zdecydo-wanie tak;Uniwersytet Jagielloñski w Krakowie;nauki chemiczne;4;Tak;Chemia;mê¿czyzna;27
143;30.11.2022;30.11.2022;anonymous;07:37;Polski;Oœwiadczam, ¿e zosta³em/am poinformowany/a o celu badania, sposobie jego przeprowadzenia, dobrowolnoœci uczestnictwa, mo¿liwoœci odst¹pienia od udzia³u w badaniu w dowolnym czasie./Oœwiadczam, ¿e w pe³ni zrozumia³em/am przekazan¹ mi informacjê oraz otrzyma³em/am wyczerpuj¹ce i satysfakcjonuj¹ce mnie odpowiedzi na zadane pytania./Wyra¿am dobrowoln¹ œwiadom¹ zgodê? na udzia³ w badaniu naukowym polegaj¹cym na ocenie moich kompetencji informacyjnych jako Doktoranta/Doktorantki w Szkole Doktorskiej. /;raczej tak;raczej nie;tak;zdecydo-wanie tak;zdecydo-wanie tak;zdecydo-wanie tak;tak;raczej tak;tak;zdecydo-wanie tak;zdecydo-wanie tak;raczej tak;zdecydo-wanie tak;zdecydo-wanie tak;raczej tak;raczej tak;raczej tak;raczej tak;raczej tak;raczej tak;tak;raczej tak;raczej tak;tak;tak;tak;raczej tak;raczej tak;raczej tak;tak;tak;tak;raczej tak;raczej tak;nie;nie mam zdania;tak;tak;nie mam zdania;raczej tak;raczej tak;zdecydo-wanie tak;zdecydo-wanie tak;zdecydo-wanie tak;raczej nie;zdecydo-wanie tak;zdecydo-wanie tak;nie mam zdania;tak;tak;nie;tak;raczej tak;raczej tak;raczej nie;nie mam zdania;raczej tak;zdecydo-wanie tak;zdecydo-wanie tak;zdecydo-wanie tak;zdecydo-wanie tak;zdecydo-wanie tak;zdecydo-wanie tak;zdecydo-wanie tak;zdecydo-wanie tak;zdecydo-wanie tak;tak;nie mam zdania;raczej tak;zdecydo-wanie tak;raczej tak;zdecydo-wanie tak;raczej tak;tak;nie;Uniwersytet Jagielloñski w Krakowie;nauki fizyczne;1;Nie;Fizyka teoretyczna;nie chcê odpowiadaæ na to pytanie;24
144;30.11.2022;30.11.2022;anonymous;07:12;Polski;Oœwiadczam, ¿e zosta³em/am poinformowany/a o celu badania, sposobie jego przeprowadzenia, dobrowolnoœci uczestnictwa, mo¿liwoœci odst¹pienia od udzia³u w badaniu w dowolnym czasie./Oœwiadczam, ¿e w pe³ni zrozumia³em/am przekazan¹ mi informacjê oraz otrzyma³em/am wyczerpuj¹ce i satysfakcjonuj¹ce mnie odpowiedzi na zadane pytania./Wyra¿am dobrowoln¹ œwiadom¹ zgodê? na udzia³ w badaniu naukowym polegaj¹cym na ocenie moich kompetencji informacyjnych jako Doktoranta/Doktorantki w Szkole Doktorskiej. /;tak;tak;zdecydo-wanie tak;tak;raczej tak;zdecydo-wanie tak;raczej nie;raczej nie;nie mam zdania;tak;tak;zdecydo-wanie tak;tak;tak;zdecydo-wanie tak;raczej tak;nie mam zdania;raczej tak;tak;raczej tak;zdecydo-wanie tak;raczej tak;tak;zdecydo-wanie tak;raczej nie;raczej nie;nie mam zdania;raczej tak;raczej tak;tak;tak;tak;zdecydo-wanie tak;raczej nie;raczej nie;nie mam zdania;raczej tak;tak;raczej nie;raczej nie;raczej nie;raczej nie;tak;tak;raczej nie;tak;tak;raczej nie;tak;nie;nie mam zdania;tak;tak;tak;tak;tak;nie mam zdania;tak;raczej tak;zdecydo-wanie tak;tak;tak;tak;tak;tak;tak;tak;raczej tak;tak;raczej tak;raczej tak;raczej tak;tak;zdecydo-wanie tak;zdecydo-wanie tak;Uniwersytet Warmiñsko-Mazurski w Olsztynie;technologia ¿ywnoœci i ¿ywienia;3;Tak;In¿ynieria Precyzyjna w Produkcji Rolno-Spo¿ywczej;kobieta;28
145;30.11.2022;30.11.2022;anonymous;10:29;English (United Kingdom)?;Oœwiadczam, ¿e zosta³em/am poinformowany/a o celu badania, sposobie jego przeprowadzenia, dobrowolnoœci uczestnictwa, mo¿liwoœci odst¹pienia od udzia³u w badaniu w dowolnym czasie./Oœwiadczam, ¿e w pe³ni zrozumia³em/am przekazan¹ mi informacjê oraz otrzyma³em/am wyczerpuj¹ce i satysfakcjonuj¹ce mnie odpowiedzi na zadane pytania./Wyra¿am dobrowoln¹ œwiadom¹ zgodê? na udzia³ w badaniu naukowym polegaj¹cym na ocenie moich kompetencji informacyjnych jako Doktoranta/Doktorantki w Szkole Doktorskiej. /;raczej tak;raczej tak;tak;tak;raczej tak;tak;tak;raczej tak;tak;tak;tak;tak;tak;raczej tak;zdecydo-wanie tak;nie mam zdania;raczej tak;tak;tak;tak;zdecydo-wanie tak;raczej tak;raczej nie;zdecydo-wanie tak;tak;tak;tak;raczej tak;raczej tak;tak;zdecydo-wanie tak;tak;zdecydo-wanie tak;tak;tak;zdecydo-wanie tak;raczej tak;raczej tak;tak;nie;raczej tak;raczej tak;raczej tak;raczej tak;tak;tak;raczej tak;tak;tak;tak;raczej tak;tak;raczej tak;tak;raczej tak;tak;tak;tak;raczej tak;zdecydo-wanie tak;raczej tak;raczej nie;tak;tak;tak;zdecydo-wanie tak;tak;tak;tak;tak;tak;raczej tak;tak;raczej tak;zdecydo-wanie tak;Uniwersytet Jagielloñski w Krakowie;nauki biologiczne;1;Nie;Biotechnologia;kobieta;24
146;30.11.2022;30.11.2022;anonymous;06:56;English (United States)?;Oœwiadczam, ¿e zosta³em/am poinformowany/a o celu badania, sposobie jego przeprowadzenia, dobrowolnoœci uczestnictwa, mo¿liwoœci odst¹pienia od udzia³u w badaniu w dowolnym czasie./Oœwiadczam, ¿e w pe³ni zrozumia³em/am przekazan¹ mi informacjê oraz otrzyma³em/am wyczerpuj¹ce i satysfakcjonuj¹ce mnie odpowiedzi na zadane pytania./Wyra¿am dobrowoln¹ œwiadom¹ zgodê? na udzia³ w badaniu naukowym polegaj¹cym na ocenie moich kompetencji informacyjnych jako Doktoranta/Doktorantki w Szkole Doktorskiej. /;zdecydo-wanie tak;zdecydo-wanie tak;zdecydo-wanie tak;zdecydo-wanie tak;zdecydo-wanie tak;zdecydo-wanie tak;nie mam zdania;raczej tak;raczej tak;zdecydo-wanie tak;tak;raczej tak;nie;zdecydo-wanie nie;zdecydo-wanie nie;nie;tak;zdecydo-wanie nie;raczej nie;raczej nie;raczej tak;raczej tak;nie mam zdania;nie mam zdania;raczej tak;raczej tak;raczej tak;raczej tak;tak;raczej tak;tak;tak;tak;tak;tak;tak;tak;tak;raczej tak;raczej tak;tak;zdecydo-wanie tak;raczej tak;tak;zdecydo-wanie tak;raczej tak;tak;zdecydo-wanie tak;zdecydo-wanie tak;zdecydo-wanie tak;zdecydo-wanie tak;nie mam zdania;raczej tak;tak;zdecydo-wanie nie;tak;nie mam zdania;tak;tak;zdecydo-wanie tak;zdecydo-wanie tak;zdecydo-wanie tak;zdecydo-wanie tak;tak;tak;zdecydo-wanie tak;raczej tak;raczej tak;raczej tak;raczej tak;raczej tak;raczej tak;nie;raczej tak;zdecydo-wanie tak;Uniwersytet Jagielloñski w Krakowie;nauki fizyczne;1;Nie;fizyka teoretyczna;mê¿czyzna;28
147;30.11.2022;30.11.2022;anonymous;09:05;Polski;Oœwiadczam, ¿e zosta³em/am poinformowany/a o celu badania, sposobie jego przeprowadzenia, dobrowolnoœci uczestnictwa, mo¿liwoœci odst¹pienia od udzia³u w badaniu w dowolnym czasie./Oœwiadczam, ¿e w pe³ni zrozumia³em/am przekazan¹ mi informacjê oraz otrzyma³em/am wyczerpuj¹ce i satysfakcjonuj¹ce mnie odpowiedzi na zadane pytania./Wyra¿am dobrowoln¹ œwiadom¹ zgodê? na udzia³ w badaniu naukowym polegaj¹cym na ocenie moich kompetencji informacyjnych jako Doktoranta/Doktorantki w Szkole Doktorskiej. /;zdecydo-wanie tak;zdecydo-wanie tak;tak;tak;raczej tak;tak;tak;raczej nie;raczej tak;zdecydo-wanie tak;raczej tak;tak;zdecydo-wanie tak;zdecydo-wanie tak;raczej tak;raczej nie;raczej tak;tak;tak;tak;tak;zdecydo-wanie tak;tak;zdecydo-wanie tak;raczej tak;raczej nie;raczej nie;raczej tak;tak;zdecydo-wanie tak;tak;tak;tak;tak;tak;tak;tak;tak;raczej tak;tak;zdecydo-wanie tak;tak;tak;tak;raczej tak;raczej tak;raczej tak;raczej tak;tak;tak;tak;zdecydo-wanie tak;tak;zdecydo-wanie tak;tak;tak;tak;tak;tak;zdecydo-wanie tak;tak;tak;tak;tak;tak;tak;tak;raczej tak;zdecydo-wanie tak;tak;tak;tak;zdecydo-wanie tak;zdecydo-wanie tak;zdecydo-wanie tak;Uniwersytet Jagielloñski w Krakowie;matematyka;3;Tak;Matematyka ;mê¿czyzna;26
148;30.11.2022;30.11.2022;anonymous;12:02;Polski;Oœwiadczam, ¿e zosta³em/am poinformowany/a o celu badania, sposobie jego przeprowadzenia, dobrowolnoœci uczestnictwa, mo¿liwoœci odst¹pienia od udzia³u w badaniu w dowolnym czasie./Oœwiadczam, ¿e w pe³ni zrozumia³em/am przekazan¹ mi informacjê oraz otrzyma³em/am wyczerpuj¹ce i satysfakcjonuj¹ce mnie odpowiedzi na zadane pytania./Wyra¿am dobrowoln¹ œwiadom¹ zgodê? na udzia³ w badaniu naukowym polegaj¹cym na ocenie moich kompetencji informacyjnych jako Doktoranta/Doktorantki w Szkole Doktorskiej. /;raczej nie;nie mam zdania;raczej nie;raczej tak;raczej tak;raczej tak;raczej nie;raczej nie;nie;zdecydo-wanie tak;tak;tak;zdecydo-wanie tak;tak;nie mam zdania;raczej nie;raczej tak;raczej tak;raczej tak;raczej tak;tak;raczej nie;tak;raczej tak;raczej tak;raczej tak;raczej tak;raczej nie;nie mam zdania;raczej tak;raczej tak;nie mam zdania;raczej tak;raczej tak;raczej tak;raczej tak;nie mam zdania;raczej nie;raczej tak;raczej tak;raczej tak;raczej tak;raczej tak;tak;tak;tak;tak;tak;zdecydo-wanie tak;tak;raczej nie;raczej tak;raczej tak;tak;raczej nie;raczej tak;raczej tak;raczej tak;raczej tak;tak;raczej tak;raczej tak;raczej tak;raczej tak;raczej tak;tak;raczej nie;nie;raczej tak;raczej tak;raczej tak;raczej tak;raczej nie;raczej nie;raczej nie;Uniwersytet Jagielloñski w Krakowie;nauki chemiczne;4;Tak;Chemia;kobieta;27
149;30.11.2022;30.11.2022;anonymous;08:00;Polski;Oœwiadczam, ¿e zosta³em/am poinformowany/a o celu badania, sposobie jego przeprowadzenia, dobrowolnoœci uczestnictwa, mo¿liwoœci odst¹pienia od udzia³u w badaniu w dowolnym czasie./Oœwiadczam, ¿e w pe³ni zrozumia³em/am przekazan¹ mi informacjê oraz otrzyma³em/am wyczerpuj¹ce i satysfakcjonuj¹ce mnie odpowiedzi na zadane pytania./Wyra¿am dobrowoln¹ œwiadom¹ zgodê? na udzia³ w badaniu naukowym polegaj¹cym na ocenie moich kompetencji informacyjnych jako Doktoranta/Doktorantki w Szkole Doktorskiej. /;raczej tak;raczej nie;tak;tak;raczej tak;zdecydo-wanie tak;zdecydo-wanie tak;tak;zdecydo-wanie tak;zdecydo-wanie tak;zdecydo-wanie tak;zdecydo-wanie tak;zdecydo-wanie tak;raczej tak;raczej nie;zdecydo-wanie tak;zdecydo-wanie tak;raczej tak;raczej nie;nie mam zdania;tak;tak;zdecydo-wanie tak;zdecydo-wanie tak;zdecydo-wanie tak;nie mam zdania;raczej nie;tak;tak;tak;zdecydo-wanie tak;zdecydo-wanie tak;zdecydo-wanie tak;tak;zdecydo-wanie tak;tak;raczej tak;raczej tak;tak;zdecydo-wanie tak;zdecydo-wanie tak;zdecydo-wanie tak;raczej tak;raczej tak;zdecydo-wanie tak;raczej tak;tak;zdecydo-wanie tak;zdecydo-wanie tak;zdecydo-wanie tak;raczej tak;tak;tak;zdecydo-wanie tak;zdecydo-wanie tak;zdecydo-wanie tak;zdecydo-wanie tak;zdecydo-wanie tak;zdecydo-wanie tak;zdecydo-wanie tak;tak;raczej tak;zdecydo-wanie tak;tak;zdecydo-wanie tak;zdecydo-wanie tak;zdecydo-wanie tak;zdecydo-wanie tak;zdecydo-wanie tak;zdecydo-wanie tak;zdecydo-wanie tak;tak;zdecydo-wanie tak;zdecydo-wanie tak;zdecydo-wanie tak;Uniwersytet Jagielloñski w Krakowie;nauki biologiczne;1;Nie;Environmental Protection and Management;mê¿czyzna;23
150;30.11.2022;30.11.2022;anonymous;11:17;Polski;Oœwiadczam, ¿e zosta³em/am poinformowany/a o celu badania, sposobie jego przeprowadzenia, dobrowolnoœci uczestnictwa, mo¿liwoœci odst¹pienia od udzia³u w badaniu w dowolnym czasie./Oœwiadczam, ¿e w pe³ni zrozumia³em/am przekazan¹ mi informacjê oraz otrzyma³em/am wyczerpuj¹ce i satysfakcjonuj¹ce mnie odpowiedzi na zadane pytania./Wyra¿am dobrowoln¹ œwiadom¹ zgodê? na udzia³ w badaniu naukowym polegaj¹cym na ocenie moich kompetencji informacyjnych jako Doktoranta/Doktorantki w Szkole Doktorskiej. /;zdecydo-wanie nie;zdecydo-wanie nie;zdecydo-wanie nie;zdecydo-wanie tak;zdecydo-wanie tak;zdecydo-wanie tak;zdecydo-wanie nie;nie mam zdania;nie mam zdania;zdecydo-wanie tak;zdecydo-wanie tak;zdecydo-wanie tak;nie mam zdania;raczej nie;raczej nie;nie mam zdania;raczej tak;nie mam zdania;tak;tak;tak;tak;tak;tak;nie mam zdania;nie mam zdania;nie mam zdania;nie mam zdania;nie mam zdania;raczej tak;zdecydo-wanie tak;raczej tak;raczej tak;raczej tak;raczej tak;raczej tak;nie mam zdania;raczej tak;raczej tak;tak;tak;tak;tak;tak;tak;nie;zdecydo-wanie tak;raczej tak;zdecydo-wanie tak;zdecydo-wanie tak;nie mam zdania;tak;tak;tak;tak;tak;nie mam zdania;zdecydo-wanie tak;zdecydo-wanie tak;zdecydo-wanie tak;nie;nie mam zdania;tak;tak;tak;zdecydo-wanie tak;raczej tak;raczej tak;tak;zdecydo-wanie tak;zdecydo-wanie tak;zdecydo-wanie tak;tak;zdecydo-wanie tak;zdecydo-wanie tak;Uniwersytet Jagielloñski w Krakowie;nauki biologiczne;3;Tak;Biologia;mê¿czyzna;27
151;30.11.2022;30.11.2022;anonymous;08:59;Polski;Oœwiadczam, ¿e zosta³em/am poinformowany/a o celu badania, sposobie jego przeprowadzenia, dobrowolnoœci uczestnictwa, mo¿liwoœci odst¹pienia od udzia³u w badaniu w dowolnym czasie./Oœwiadczam, ¿e w pe³ni zrozumia³em/am przekazan¹ mi informacjê oraz otrzyma³em/am wyczerpuj¹ce i satysfakcjonuj¹ce mnie odpowiedzi na zadane pytania./Wyra¿am dobrowoln¹ œwiadom¹ zgodê? na udzia³ w badaniu naukowym polegaj¹cym na ocenie moich kompetencji informacyjnych jako Doktoranta/Doktorantki w Szkole Doktorskiej. /;zdecydo-wanie tak;tak;tak;zdecydo-wanie tak;zdecydo-wanie tak;tak;raczej tak;tak;raczej tak;zdecydo-wanie tak;tak;tak;zdecydo-wanie tak;tak;raczej tak;raczej tak;raczej tak;nie mam zdania;raczej tak;nie mam zdania;raczej tak;zdecydo-wanie tak;raczej tak;tak;tak;tak;raczej tak;tak;tak;tak;tak;raczej tak;raczej tak;zdecydo-wanie tak;zdecydo-wanie tak;tak;tak;raczej tak;tak;tak;nie mam zdania;raczej tak;zdecydo-wanie tak;tak;tak;zdecydo-wanie tak;zdecydo-wanie tak;zdecydo-wanie tak;zdecydo-wanie tak;zdecydo-wanie tak;tak;zdecydo-wanie tak;zdecydo-wanie tak;tak;raczej tak;raczej tak;raczej nie;tak;tak;tak;raczej tak;raczej tak;raczej tak;zdecydo-wanie tak;zdecydo-wanie tak;tak;zdecydo-wanie tak;zdecydo-wanie tak;zdecydo-wanie tak;zdecydo-wanie tak;tak;tak;tak;raczej nie;nie;Uniwersytet Jagielloñski w Krakowie;nauki chemiczne;3;Tak;Chemia;mê¿czyzna;26
152;30.11.2022;30.11.2022;anonymous;32:40;Polski;Oœwiadczam, ¿e zosta³em/am poinformowany/a o celu badania, sposobie jego przeprowadzenia, dobrowolnoœci uczestnictwa, mo¿liwoœci odst¹pienia od udzia³u w badaniu w dowolnym czasie./Oœwiadczam, ¿e w pe³ni zrozumia³em/am przekazan¹ mi informacjê oraz otrzyma³em/am wyczerpuj¹ce i satysfakcjonuj¹ce mnie odpowiedzi na zadane pytania./Wyra¿am dobrowoln¹ œwiadom¹ zgodê? na udzia³ w badaniu naukowym polegaj¹cym na ocenie moich kompetencji informacyjnych jako Doktoranta/Doktorantki w Szkole Doktorskiej. /;raczej tak;raczej tak;raczej tak;raczej tak;nie mam zdania;zdecydo-wanie tak;nie;nie;nie;zdecydo-wanie tak;raczej tak;tak;tak;tak;tak;raczej tak;raczej tak;tak;tak;tak;zdecydo-wanie tak;raczej tak;tak;zdecydo-wanie tak;tak;tak;tak;raczej tak;raczej tak;raczej tak;tak;tak;tak;tak;tak;tak;raczej tak;raczej tak;tak;tak;tak;tak;tak;tak;tak;tak;tak;tak;tak;tak;zdecydo-wanie tak;tak;tak;tak;tak;tak;raczej tak;tak;tak;zdecydo-wanie tak;raczej tak;raczej tak;tak;raczej tak;raczej tak;tak;tak;tak;tak;tak;tak;tak;tak;tak;tak;Uniwersytet Jagielloñski w Krakowie;nauki biologiczne;1;Nie;Analityka medyczn;kobieta;24
153;30.11.2022;30.11.2022;anonymous;07:11;Polski;Oœwiadczam, ¿e zosta³em/am poinformowany/a o celu badania, sposobie jego przeprowadzenia, dobrowolnoœci uczestnictwa, mo¿liwoœci odst¹pienia od udzia³u w badaniu w dowolnym czasie./Oœwiadczam, ¿e w pe³ni zrozumia³em/am przekazan¹ mi informacjê oraz otrzyma³em/am wyczerpuj¹ce i satysfakcjonuj¹ce mnie odpowiedzi na zadane pytania./Wyra¿am dobrowoln¹ œwiadom¹ zgodê? na udzia³ w badaniu naukowym polegaj¹cym na ocenie moich kompetencji informacyjnych jako Doktoranta/Doktorantki w Szkole Doktorskiej. /;tak;tak;raczej tak;zdecydo-wanie tak;zdecydo-wanie tak;raczej tak;zdecydo-wanie tak;zdecydo-wanie tak;zdecydo-wanie tak;zdecydo-wanie tak;zdecydo-wanie tak;zdecydo-wanie tak;tak;raczej nie;nie mam zdania;tak;tak;zdecydo-wanie tak;raczej tak;raczej tak;tak;raczej tak;raczej tak;tak;tak;tak;tak;tak;tak;zdecydo-wanie tak;tak;tak;raczej tak;tak;tak;tak;raczej tak;tak;raczej tak;raczej tak;raczej nie;raczej tak;raczej tak;raczej tak;tak;raczej tak;raczej tak;nie mam zdania;tak;tak;raczej nie;tak;tak;tak;raczej nie;tak;raczej nie;raczej tak;raczej tak;nie mam zdania;raczej tak;nie mam zdania;raczej tak;tak;tak;raczej tak;tak;tak;raczej tak;tak;zdecydo-wanie tak;zdecydo-wanie tak;tak;zdecydo-wanie tak;zdecydo-wanie tak;Uniwersytet Jagielloñski w Krakowie;nauki biologiczne;1;Nie;biologia;kobieta;26
